SQA,Project ID,Application,Deliverable,Doc Version,"Doc ID, if needed",Approve or Disapprove,Date of Approval or Disapproval,Reason for Disapproval,Comments
Nick,1003.004,CHaRM,Test Protocol,4,006_Verify_Active_Directory,A,4-Nov-2020,,1553
Nick,1003.004,CHaRM,Test Protocol,1,017_Validation_Country_BackupVigilanceContact_Deletion,A,4-Nov-2020,,1826
Nick,div_cms,TODS,Software Change Request,1,3332,A,4-Nov-2020,,
Nick,Div_CMS,CMSNext,Software Change Request,1,3334,D,4-Nov-2020,Inaccurate information,10 different points
Nick,div_mss,MSS,Software Change Request,1,914 - iFIX,A-FP,4-Nov-2020,,
Nick,Div_CMS,CMSNext,IIVP,1,91,A-FP,5-Nov-2020,,
Nick,Div_MSS,MSS,Software Change Request,2,10,A-FP,5-Nov-2020,,
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(Critical)_01_ClosedReportedCompl,A-FP,5-Nov-2020,,2476
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(Critical)_01_ClosedReportedCompl,A-FP,5-Nov-2020,,2479
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(Critical)_01_ClosedReportedCompl,A-FP,5-Nov-2020,,2451
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(Critical)_01_ClosedReportedCompl,A-FP,5-Nov-2020,,2471
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(Critical)_01_ClosedReportedCompl,A-FP,5-Nov-2020,,2447
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 18_Complaint Comments,A-FP,5-Nov-2020,,2414
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2412
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2453
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2422
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2418
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2474
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2458
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2380
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2389
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,5-Nov-2020,,2489
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 15_ComplaintTranslation,A-FP,5-Nov-2020,,2436
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 15_ComplaintTranslation,A-FP,5-Nov-2020,,2366
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2483
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2411
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2452
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2348
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2435
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2398
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2417
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2266
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,5-Nov-2020,,2429
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2402
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2428
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2416
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2434
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2407
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2460
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 12_Eval_Inv Task,A-FP,5-Nov-2020,,2364
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2359
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2419
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2386
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2387
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2406
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2486
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2464
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2438
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2349
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,5-Nov-2020,,2430
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 10_MDIs,A-FP,5-Nov-2020,,2439
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2432
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2390
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2467
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2413
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2441
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2410
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,5-Nov-2020,,2392
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2368
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2423
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2427
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2455
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2401
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2384
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,5-Nov-2020,,2457
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 06_Customer Responses,A-FP,5-Nov-2020,,2487
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 06_Customer Responses,A-FP,5-Nov-2020,,2415
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 06_Customer Responses,A-FP,5-Nov-2020,,2400
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2426
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2354
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2405
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2396
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2403
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2462
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2442
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,5-Nov-2020,,2363
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2461
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2424
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2397
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2488
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2394
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2395
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2361
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,5-Nov-2020,,2440
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2459
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2382
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2404
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2425
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2350
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2477
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2399
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2437
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,5-Nov-2020,,2388
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,5-Nov-2020,,2456
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,5-Nov-2020,,2408
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,5-Nov-2020,,2431
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,5-Nov-2020,,2454
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,5-Nov-2020,,2475
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,5-Nov-2020,,2421
Nick,div_cms,CMSNext,Software Change Request,1,3334,A-FP,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,81,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,64,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,68,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,71,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,72,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,70,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,76,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,77,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,79,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,82,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,73,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,1003.004,CHaRM,Test Protocol,3,003_Validate_TranslationTasks_Inquiry_Ticket,A-FP,6-Nov-2020,,1167
Nick,1003.004,CHaRM,Test Protocol,3,004_Validate_NoTranslation_Service_Ticket_pRENo_TranslationRequiredFlagIsChecked,A-FP,6-Nov-2020,,1168
Nick,1003.004,CHaRM,Test Protocol,2,007_Validate_NoTranslation_Inquiry_Ticket_CustomerReplyUnchecked_TranslationRequiredFlagIsChecked,A-FP,6-Nov-2020,,1171
Nick,1003.004,CHaRM,Test Protocol,1,010_Verify_VoidAction_ProductEvaluations,A-FP,6-Nov-2020,,1837
Nick,1003.004,CHaRM,Test Protocol,1,033_Validate_TranslationTaskWorkflow,A-FP,6-Nov-2020,,1838
Nick,1003.004,CHaRM,Test Protocol,1,034_Validate_TranslationTask_ServiceToComplaint,A-FP,6-Nov-2020,,1839
Nick,div_cms,CMSNext,Validation Plan,1,3335,D,6-Nov-2020,Inaccurate information,Helios references
Nick,div_cms,CMSNext,Test Protocol,1,64,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,76,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,77,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,87,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,87,D,6-Nov-2020,Inaccurate information,GxP not set correctly
Nick,div_cms,CMSNext,Test Protocol,1,79,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,73,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,72,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,80,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,83,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,79,A,6-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,68,A,6-Nov-2020,,
Nick,Div_MSS,MSS,Software Change Request,3,10,D,9-Oct-2020,,
Nick,Div_MSS,MSS,Validation Plan,1,6,D,9-Nov-2020,Multible Errors,27 total see word doc
Nick,div_cms,CMSNext,IIVP,1,97,A-FP,9-Nov-2020,,
Nick,div_cms,CMSNext,CII,1,3361,A-FP,9-Nov-2020,,
Nick,Div_MSS,MSS,URS,1,150 and all under,D,9-Nov-2020,Other,not all parts approved
Nick,Div_MSS,MSS,URS,1,150 and all under,D,9-Nov-2020,,
Nick,Div_MSS,MSS,URS,1,44 and all under - ATR Web,D,9-Nov-2020,Other,not all parts approved
Nick,Div_MSS,MSS,URS,1,44 and all under - ATR Web,A,9-Nov-2020,,
Nick,Div_MSS,MSS,FRS,1,379 and all under,D,9-Nov-2020,Other,not all parts approved
Nick,Div_MSS,MSS,FRS,1,708 and all under ATR Web,D,9-Nov-2020,other,not all parts approved
Nick,Div_MSS,MSS,FRS,1,708 and all under ATR Web,A,9-Nov-2020,,
Nick,Div_MSS,MSS,URS,1,150 and all under,A,10-Nov-2020,,
Nick,Div_MSS,MSS,FRS,1,379 and all under,A,10-Nov-2020,,
Nick,div_cms,TODS,Test Protocol,1,94,A-FP,10-Nov-2020,,
Nick,div_cms,TODS,ISSD,1,3340,D,10-Nov-2020,Inaccurate information,"bad effective dates, obsolte documents and DMS Forms"
Nick,div_cms,TODS,Test Protocol,1,96,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Validation Plan,1,3335,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,FRS,1,"3336, 3345. 3346. 3347, 3348, 3349, 3350, 3356",A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,66,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,67,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,68,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,69,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,70,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,71,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,72,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,73,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,79,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,80,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,81,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,82,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,83,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,84,A-FP,11-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,1,85,A-FP,11-Nov-2020,,
Nick,1003.004,CHaRM,Test Protocol,1,008_Verify_Complaint_Ticket_Update_Product-Ticket_Activity_CMSNext_to_CHaRM,A-FP,11-Nov-2020,,1840
Nick,1003.004,CHaRM,Test Protocol,1,006_Verify_PendingStatusEditing_SupplementalCreation_SetDate,A-FP,11-Nov-2020,,1844
Nick,1003.004,CHaRM,Test Protocol,1,007_Verify_PendingStatusEditing_SupplementalCreation_SetBlank,A-FP,11-Nov-2020,,1845
Nick,1003.004,CHaRM,Test Protocol,1,008_Verify_PendingStatusEditing_SupplementalCreation_NoUpdateRequired,A-FP,11-Nov-2020,,1846
Nick,1003.004,CHaRM,Test Protocol,1,018_View_MDI_Set Blank_Edit fields_Pending Final Review_Closed Done,A-FP,11-Nov-2020,,1842
Nick,1003.004,CHaRM,Test Protocol,1,019_View_MDI_Set Date_Edit fields_Pending Final Review_Closed Done,A-FP,11-Nov-2020,,1848
Nick,1003.004,CHaRM,Test Protocol,1,020_Verify_PendingStatusEditing_SupplementalCreation_SetDate,A-FP,11-Nov-2020,,1841
Nick,1003.004,CHaRM,Test Protocol,1,020_View_MDI_No Updates Required_Edit fields_Pending Final Review_Closed Done,A-FP,11-Nov-2020,,1849
Nick,1003.004,CHaRM,Test Protocol,1,021_Verify_PendingStatusEditing_SupplementalCreation_SetBlank,A-FP,11-Nov-2020,,1842
Nick,1003.004,CHaRM,Test Protocol,1,021_View_MDI_Pending Final Review_ Closed Waived,A-FP,11-Nov-2020,,1850
Nick,1003.004,CHaRM,Test Protocol,1,022_Verify_PendingStatusEditing_SupplementalCreation_NoUpdateRequired,A-FP,11-Nov-2020,,1843
Nick,div_cms,TODS,Test Protocol,1,92 Protocol_ADD_COMP_EVENT_IPDR71,A-FP,11-Nov-2020,,
Nick,div_cms,TODS,Test Protocol,1,93 Protocol_ADD_COMPLAINT_IPDR76,A-FP,11-Nov-2020,,
Nick,div_gss_analytics,DaVinci,Software Change Request,1,9,D,11-Nov-2020,Inaccurate information,tailoring - Via email
Nick,1003,CHaRM,IIVP Results,4,15 prod 1,A-FP,12-Nov-2020,,
Nick,1003,CHaRM,IIVP Results,4,15 prod 2,A-FP,12-Nov-2020,,
Nick,1003,CHaRM,IIVP Results,4,16 prod 1,A-FP,12-Nov-2020,,
Nick,1003,CHaRM,IIVP Results,4,16 prod 2,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,40,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,41,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,42,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,44,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,48,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,50,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,51,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,36,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol,2,79,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,47,A-FP,12-Nov-2020,,
Nick,div_cms,CMSNext,Test Protocol Results,1,53,A-FP,12-Nov-2020,,
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,12-Nov-2020,,2494
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 17_ReportabilityHistory,A-FP,12-Nov-2020,,2445
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 15_ComplaintTranslation,A-FP,12-Nov-2020,,2503
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 15_ComplaintTranslation,A-FP,12-Nov-2020,,2491
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 14_ProdctLot,A-FP,12-Nov-2020,,2466
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,12-Nov-2020,,2468
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,12-Nov-2020,,2501
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 11_Products,A-FP,12-Nov-2020,,2485
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 10_MDIs,A-FP,12-Nov-2020,,2482
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,12-Nov-2020,,2490
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 09_iQeMDR,A-FP,12-Nov-2020,,2469
Nick,div_cms,CMSNext,Validation Plan,2,3335,A-FP,12-Nov-2020,,
Nick,div_cms,TODS,Test Protocol,1,93,A-FP,12-Nov-2020,,
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,12-Nov-2020,,2450
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 08_ProdEvl_Inv,A-FP,12-Nov-2020,,2444
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,12-Nov-2020,,2480
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 05_Customers,A-FP,12-Nov-2020,,2472
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,12-Nov-2020,,2478
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,12-Nov-2020,,2493
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 04_Contacts,A-FP,12-Nov-2020,,2470
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,12-Nov-2020,,2465
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,12-Nov-2020,,2499
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,12-Nov-2020,,2449
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 03_Product-Ticket,A-FP,12-Nov-2020,,2492
Nick,1003,CHaRM,Test Protocol Results,3,MIG_SAMPLING(ALL)_ 02_MedEvl,A-FP,12-Nov-2020,,2448
Nick,div_cms,TODS,ISSD,1,3340,A,12-Nov-2020,,
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2356
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2391
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2433
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2381
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2465
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2484
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2473
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2393
Nick,1003,CHaRM,Test Protocol Results,4,MIG_SAMPLING(ALL)_ 01_Tickets,A-FP,12-Nov-2020,,2446
Nick,1003,CHaRM,Test Protocol Results,2, FAILED - MIG_SAMPLING(ALL)_ 16_AdhocTranslation FAILED,D,12-Nov-2020,Inaccurate information,2443 FAILED - does not document IPDR number
